external_gene_name,siRNAaRNF4_untreated_1,siRNAaRNF4_7d_of_osteogenesis_1,scrambled_untreated_1,scrambled_7d_of_osteogenesis_1,siRNAaRNF4_untreated_2,siRNAaRNF4_7d_of_osteogenesis_2,scrambled_untreated_2,scrambled_7d_of_osteogenesis_2,siRNAaRNF4_untreated_4,siRNAaRNF4_7d_of_osteogenesis_4,scrambled_untreated_4,scrambled_7d_of_osteogenesis_4
DNAJC11,1213.446297,1143.85747,1324.050002,1557.217409,1167.580755,1144.589424,1615.744683,2225.073472,1209.194313,1242.241311,1650.916708,1436.905526
FMO3,428.8275391,1702.820566,1125.670002,1103.771379,296.0338195,1057.432615,180.3710281,635.7352778,46.38005585,533.4720505,134.7907175,856.8250911
MYLIP,273.364514,296.7690664,173.8100003,264.5844225,272.6627285,295.0730534,115.8171864,86.97355592,209.8145384,225.5174921,76.56112754,98.48564266
NOX1,0.0,1.920835381,0.0,0.0,1.947590918,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E2F2,0.0,0.0,5.46000001,81.95881102,1.947590918,3.150246121,52.21266601,93.18595277,0.0,0.947552488,5.3916287,28.56083637
PSMB1,2921.452821,2685.327863,2781.870005,2972.788613,3342.066015,3052.588492,3818.169867,4867.412933,3797.643144,3847.0631,3402.11771,3271.693049
SYN1,130.4220009,145.983489,42.77000008,53.45139849,111.9864778,244.6691154,49.36470241,101.4691486,184.4159364,246.3636468,65.77787014,92.5765041
JARID2,426.7407871,268.9169534,323.9600006,466.8088802,426.522411,345.4769913,271.5058633,219.5046887,844.7795887,539.1573655,296.5395785,239.3201117
CDKL5,354.7478426,433.1483785,611.5200012,750.9921488,341.8022061,414.782406,513.5827693,385.1686048,329.0775391,432.0839344,397.9021981,450.0793869
CAMK1G,4.17350403,1.920835381,0.910000002,2.672569925,0.0,0.0,7.594569602,2.07079895,1.104287044,0.0,1.07832574,0.0
CDK11A,21.91089616,22.08960688,20.93000004,31.17998245,25.31868193,23.10180489,15.1891392,21.74338898,32.02432428,22.7412597,32.3497722,28.56083637
NADK,892.0864865,1023.805258,1651.650003,1967.902321,944.5815951,1024.880072,1680.298524,2300.657634,978.398321,1103.898648,1509.656036,1603.346262
TFAP2B,0.0,0.0,0.0,0.0,0.973795459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFAP2D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07832574,0.0
DLEC1,15.65064011,14.40626536,15.47000003,3.563426566,14.60693188,16.80131265,11.3918544,3.106198426,16.56430566,19.89860224,10.7832574,7.878851413
CYTH3,3458.791465,5197.780542,4371.640008,5650.703677,2883.408354,3892.654124,3586.535495,5232.908948,1426.738861,2713.790325,3089.403245,4586.476379
ADAM22,18.78076814,27.85211303,42.77000008,6.235996491,32.13525014,49.3538559,24.68235121,14.49559265,32.02432428,38.84965199,18.33153758,29.5456928
SYPL1,2341.335761,2295.398281,2346.890004,2394.622652,2247.519919,2181.020398,2533.738284,2337.932015,2156.672597,2261.807788,2304.382106,2293.730618
CYB561,419.4371551,539.7547421,2032.030004,1809.329839,431.3913883,475.6871643,2800.497541,3721.225714,416.3162156,516.4161057,2830.605068,2466.080492
SPAG9,2460.280626,2435.619263,6658.470013,5104.608556,2337.109101,2313.330735,5697.825844,4274.129034,2473.602979,2691.996617,5815.410716,5968.229945
CELSR3,100.1640967,189.2022851,112.8400002,236.07701,143.1479325,180.614111,118.66515,134.6019318,156.8087603,157.2937129,92.73601364,182.1984389
AASS,111.6412328,151.7459951,187.4600004,154.118199,155.8072734,173.2635367,230.6850517,122.1771381,195.4588068,200.8811274,270.6597608,170.3801618
PLEKHG6,1.043376008,2.881253072,3.640000007,0.890856642,4.868977294,1.05008204,1.898642401,2.07079895,0.0,1.895104975,1.07832574,0.984856427
SS18L2,193.0245614,208.4106389,174.7200003,158.5724822,211.3136146,182.714275,230.6850517,218.4692893,151.287325,211.3042047,185.4720273,199.9258546
MPND,124.1617449,117.1709583,194.7400004,124.7199298,163.5976371,165.9129624,242.0769061,306.4782447,246.2560108,242.5734368,236.1533371,203.8652803
MGST1,3674.770299,2621.940295,2061.150004,3657.85737,3574.80313,2764.866013,2341.975401,2716.888223,2513.357312,2531.860247,2203.019487,2553.732714
CRY1,669.8473969,609.8652336,619.7100012,838.2960997,615.43873,637.3997986,660.7275554,635.7352778,514.5977625,644.3356916,711.6949884,606.6715588
NFIX,7412.143158,6819.926021,10525.97002,7843.992729,6576.040734,6202.834613,9774.211078,9161.214557,4910.764485,6105.080678,8782.963153,8471.734981
ST3GAL1,1849.905661,1418.536929,1434.160003,2349.188964,1621.369439,1123.587783,1460.056006,2290.303639,769.6880697,492.7272936,1202.3332,1145.388024
MMP25,1.043376008,3.841670763,2.730000005,1.781713283,1.947590918,4.200328162,2.847963601,6.212396851,2.208574088,6.632867413,8.62660592,5.90913856
IL32,517.5144998,486.9317692,87.36000016,847.2046661,747.8749124,1133.038522,159.4859616,840.7443739,3202.432428,2432.367236,474.4633256,257.0475273
PKD1,5318.087511,5632.849756,6840.470013,9763.788791,4237.957837,4838.778043,4462.758962,5228.76735,1892.747993,2432.367236,4055.583108,6073.609583
MAPK8IP2,39.64828829,34.57503686,16.38000003,16.92627619,30.18765923,33.6026253,13.2904968,21.74338898,35.33718541,34.11188955,10.7832574,7.878851413
MED24,1223.880057,1196.680443,1268.540002,1179.494193,1298.069347,1239.096808,1479.991751,2083.223744,1306.371573,1475.339223,1458.974726,1374.859572
RHOBTB2,208.6752015,236.2627519,859.0400016,943.4171834,217.1563873,200.5656697,1047.101284,1227.983778,145.7658898,143.0804256,613.5673461,858.794804
HEATR5B,899.3901185,838.4446439,892.7100017,930.0543338,927.0532769,941.9235903,841.0985834,659.5494657,1265.512952,1045.150394,1079.404066,1103.039198
SEC62,3816.669436,4531.250664,5375.37001,5099.263416,3439.445561,3798.14674,4225.428662,2558.472103,3304.026836,3947.503663,5241.741422,5627.469622
RPS20,7993.303594,6154.356562,8268.260016,6295.683886,8463.256333,5803.803438,9049.879002,11756.96104,6475.539226,6190.360402,7058.720294,7274.149567
CSDE1,19073.95679,16433.7071,23880.22004,19544.50386,20252.02416,17656.07943,21242.01118,17045.78156,26174.9158,23651.85764,25419.37267,22775.78972
UBE3C,4018.041005,3700.489362,4245.150008,5175.877087,4195.110837,4228.680377,5893.386011,6505.414903,5392.233636,5479.696036,7304.578563,6123.83726
REV3L,3658.076283,4251.769116,3500.770007,3492.158035,3352.777765,3195.399649,1215.131136,839.7089744,2476.91584,2674.940673,1719.929555,2008.122254
TENM1,0.0,0.0,0.0,0.890856642,0.0,1.05008204,0.9493212,0.0,1.104287044,0.0,1.07832574,0.984856427
PAX7,3.130128023,2.881253072,3.640000007,0.890856642,0.973795459,1.05008204,0.0,1.035399475,0.0,0.0,0.0,0.0
MASP2,1.043376008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984856427
FAM76A,219.1089616,233.3814988,341.2500006,269.0387057,213.2612055,238.3686232,289.5429661,215.3630908,208.7102513,217.9370722,219.978451,251.1383888
TRAF3IP3,0.0,0.0,0.0,0.0,0.973795459,0.0,0.0,0.0,2.208574088,0.0,0.0,0.0
POMT2,484.1264675,516.7047176,626.0800012,693.9773238,368.0946835,439.984375,621.8053862,803.4699928,329.0775391,299.4265861,453.9751366,584.019861
VTA1,1534.806107,1540.509976,1650.740003,1691.736762,1545.413393,1591.924373,1817.000777,1544.816017,1885.017984,1856.255323,1749.04435,1697.892479
MLXIPL,19.82414414,9.604176906,17.29000003,1.781713283,13.63313642,14.70114857,1.898642401,5.176997376,7.730009308,5.685314926,2.15665148,2.95456928
BAZ1B,4640.936482,4633.05494,4160.520008,5248.036475,4233.08886,4146.773978,3729.882996,3631.14596,3776.661691,3927.605061,3954.220489,3976.850251
RANBP9,3183.340199,3644.785136,3301.480006,3107.307966,2858.089672,3552.427543,2278.370881,1937.232418,2172.132616,2860.66096,2439.172824,2574.414699
ETV7,108.5111048,83.55633909,63.70000012,150.5547724,113.9340687,89.25697344,16.1384604,32.09738373,154.6001862,111.8111935,21.5665148,11.81827712
SPRTN,364.1382266,323.6607617,394.0300007,460.5728837,348.6187743,299.2733815,361.6913773,366.5314142,386.5004654,336.3811331,397.9021981,365.3817343
METTL13,787.7488857,702.0653319,920.9200017,1178.603337,758.5866625,758.1592332,1004.38183,1305.638738,748.7066159,758.9895426,815.2142595,856.8250911
DYRK4,239.9764817,281.4023834,223.8600004,227.1684436,261.9509784,302.4236277,245.8741909,386.2040043,333.4946873,348.6993154,342.9075853,329.9269029
ZNF207,2558.357971,2341.49833,2436.070005,2749.183596,2675.989921,2573.751081,2884.987128,3182.817987,3540.344263,3202.727408,3369.767938,2902.371889
UQCRC1,2943.363717,3697.608109,2685.410005,4479.227194,3593.305243,4427.145883,4693.444014,9667.5249,5668.305397,5356.514212,4292.814771,5068.071171
STARD3NL,878.5225984,941.2093368,1047.410002,1077.936536,916.3415268,851.6165348,1086.972774,1384.329098,1010.422645,853.7447913,901.4803187,868.6433682
CD9,1404.384106,1103.519927,1557.010003,1171.476484,1305.85971,1063.733107,1757.193542,1402.966289,1064.53271,1050.835709,1757.670956,1916.530606
NCAPD2,830.527302,810.5925309,1141.140002,1707.772182,816.0405945,716.1559516,1707.828839,2337.932015,686.8665414,594.1154097,996.3729838,1256.6768
IFFO1,465.3456994,423.5442016,861.7700016,681.5053308,496.635684,505.0894615,1713.524766,1266.293558,664.7808005,570.4265975,1224.978041,980.9170009
GIPR,17.73739213,10.5645946,10.01000002,5.345139849,17.52831826,14.70114857,21.83438761,7.247796327,25.39860201,18.95104975,19.40986332,18.71227211
PHF7,320.3164343,288.1253072,111.9300002,85.52223759,353.4877516,360.1781399,127.2090408,114.9293418,505.7634662,445.3496692,211.351845,156.5921718
SEMA3G,1.043376008,3.841670763,1.820000003,0.0,1.947590918,3.150246121,2.847963601,3.106198426,3.312861132,5.685314926,2.15665148,0.984856427
NISCH,2382.027425,2797.696733,3024.840006,1997.30059,2207.594305,2401.537627,2653.352755,2422.834772,2135.691143,2305.395202,2274.188986,2651.2335
STAB1,2.086752015,5.762506144,1.820000003,2.672569925,0.0,4.200328162,2.847963601,2.07079895,1.104287044,0.947552488,4.31330296,1.969712853
FUZ,318.2296823,249.7085996,283.9200005,183.5164682,311.6145468,264.6206742,249.6714757,300.2658478,123.6801489,178.1398677,147.7306264,197.9561417
SLC6A13,7.303632053,5.762506144,1.820000003,0.890856642,1.947590918,4.200328162,0.9493212,2.07079895,2.208574088,2.842657463,9.70493166,7.878851413
IDS,1323.000778,1278.315946,1911.910004,1367.464945,1165.633164,945.0738364,1746.751008,1418.497281,832.6324312,644.3356916,1467.601332,1689.028772
PRSS3,13.5638881,7.683341525,90.09000017,16.03541955,9.737954589,4.200328162,57.90859322,89.04435487,4.417148176,1.895104975,67.93452162,42.34882634
ZNF200,294.2320341,314.0565848,237.5100004,324.2718175,310.6407514,346.5270734,209.7999853,200.8674982,485.8862994,469.9860339,240.46664,217.6532703
CD4,132.508753,104.6855283,409.5000008,226.277587,210.3398191,195.3152595,417.7013281,322.0092368,350.058993,325.9580557,265.2681321,210.7592753
LRRC23,212.8487055,203.6085504,161.9800003,115.8113634,238.5798874,239.4187052,178.4723857,186.3719055,240.7345756,259.6293816,133.7123918,120.152484
BTK,4.17350403,0.0,0.0,0.0,0.973795459,0.0,0.0,0.0,0.0,0.947552488,1.07832574,0.0
HFE,497.6903556,492.6942753,651.5600012,432.0654711,408.9940927,414.782406,566.7447566,500.0979465,229.6917052,316.4825309,394.6672209,478.6402233
SCMH1,690.714917,633.8756758,946.4000018,669.0333378,668.9974803,633.1994704,961.6623759,795.186797,516.8063366,605.4860396,712.7733142,520.9890497
FYN,4341.487568,3654.389313,3302.390006,6673.407102,3618.623925,3211.15088,2929.605224,4631.341853,1578.026186,1599.468599,2184.687949,3301.238742
HIVEP2,1344.911674,1040.132359,1562.470003,1908.214926,1344.811529,1062.683025,1049.949247,811.7531886,1082.201303,1054.625919,1458.974726,1069.554079
FMO1,0.0,2.881253072,1.820000003,0.0,0.0,1.05008204,0.0,0.0,0.0,0.0,1.07832574,2.95456928
ELOA,1859.296046,1885.299927,1713.530003,2627.136236,1933.957781,1935.301201,2532.788962,3196.27818,2914.213509,2598.188921,3392.412778,2579.338981
LYPLA2,713.6691892,730.8778626,596.0500011,753.6647187,838.4378901,921.9720315,1053.746532,1569.665604,1492.996084,1380.583974,985.5897264,866.6736554
CLCN6,390.2226268,425.465037,535.080001,514.9151388,411.9154791,451.5352774,365.4886621,334.4340305,421.8376508,417.870647,455.0534623,413.6396992
MRC2,17905.37567,21295.34145,28804.23005,23637.99013,14315.76704,17850.34461,15035.34917,21211.19365,7646.083493,8996.063317,13253.70167,19455.83871
SLC6A7,0.0,0.0,0.0,0.0,2.921386377,0.0,0.0,0.0,0.0,0.0,0.0,0.984856427
TSPAN9,674.0209009,652.1236119,1252.160002,634.2899288,633.9408437,715.1058696,964.5103395,946.3551204,801.712394,789.3112222,905.7936216,910.0073382
BTBD7,1393.950346,1562.599583,1450.540003,1495.748301,1382.789552,1386.108293,1365.123886,1046.788869,1413.487416,1467.758803,1337.123918,1252.737375
APBA3,473.6927074,479.2484276,324.8700006,484.626013,510.2688205,647.900619,407.2587949,656.4432673,708.9522823,673.7098187,525.1446354,479.6250797
MKS1,191.9811854,200.7272973,220.2200004,170.1536185,196.7066827,189.0147673,185.1176341,234.0002814,240.7345756,261.5244866,177.9237471,173.3347311
ABHD5,1351.17193,972.9031206,973.7000018,984.3965889,1953.433691,1162.440819,1288.228869,1063.355261,2968.323574,1370.160897,1835.31041,1212.358261
ANOS1,62.60256046,72.0313268,224.7700004,130.9559263,51.61115932,37.80295346,223.0904821,74.54876222,28.71146314,21.79370722,251.2498974,114.2433455
AKAP8L,1140.409976,1135.21371,865.4100016,1207.110749,1177.31871,1277.949843,1008.179115,1225.912979,1590.173343,1606.101467,1231.447995,1028.190109
MBTD1,426.7407871,323.6607617,352.1700007,269.9295624,449.893502,394.8308472,199.3574521,139.7789292,466.0091326,424.5035145,213.5084965,247.1989631
UTP18,844.0911901,760.650811,482.3000009,804.4435473,927.0532769,910.4211291,796.480487,1112.019036,1258.88723,1294.356698,864.8172435,657.884093
RNF216,1873.90331,1573.164177,2340.520004,2538.941428,1793.731235,1476.415349,2041.989902,2380.383394,1608.946223,1386.269289,2236.447585,2099.713901
TTC19,590.5508203,625.2319166,900.9000017,900.6560646,556.037207,508.2397076,673.068731,670.9388599,416.3162156,477.5664538,663.1703301,800.6882748
PTBP1,4665.977506,4940.388601,4933.110009,8359.798724,4377.210588,4599.359337,6442.093665,9801.091433,4462.423945,4814.51419,5455.249919,5838.228897
DPF1,12.52051209,27.85211303,23.66000004,38.30683559,11.68554551,32.55254325,79.74298082,133.5665323,23.19002792,27.47902214,26.9581435,33.4851185
SYT7,43.82179232,26.89169534,34.58000007,97.10337393,36.03043198,27.30213305,78.79365962,42.45137848,14.35573157,6.632867413,24.80149202,16.74255925
LARS2,570.7266762,528.2297299,473.2000009,537.1865549,582.3296844,611.1477476,636.9945254,792.0805986,554.3520961,641.4930341,508.9697493,554.4741682
PIK3C2A,2416.458834,3047.405332,2830.100005,3228.464469,2397.48442,2723.912813,2291.661377,1362.585709,2534.338766,2475.007098,3006.372163,3109.191739
PLAUR,613.5050925,276.6002949,566.0200011,1007.558862,736.1893669,515.5902819,1746.751008,1756.03751,1780.110715,811.1049294,2321.635318,1489.102917
ANLN,302.5790422,110.4480344,380.3800007,3989.256041,222.0253646,71.40557875,3048.270374,3578.340586,119.2630008,82.43706642,713.8516399,2003.197972
WIZ,1620.36294,1639.432998,2465.190005,2228.032461,1657.399871,1648.628804,2528.991678,3048.216055,1644.283409,1747.286787,2609.548291,2615.778669
RABGAP1,1812.344125,1779.653981,3801.980007,1620.468231,1674.928189,1773.588566,2439.755485,1710.479933,1380.358805,1745.391682,1649.838382,2101.683614
DCN,47327.5357,82040.79997,67218.06013,66173.72219,43036.89031,95517.56257,46634.45464,55468.42069,25643.75374,115521.8091,47695.42581,105072.3624
QPCTL,270.234386,215.1335627,384.0200007,448.9917473,219.1039782,206.866162,493.6470241,738.2398258,206.5016772,188.562945,442.1135534,422.503407
PPP5C,1181.101641,1226.453391,1121.120002,1363.010662,1181.213892,1352.505668,1665.109385,2583.321691,1486.370361,1737.811262,1516.125991,1526.527461
CEP68,445.5215552,451.3963146,829.9200016,622.7087924,402.1775245,296.1231354,316.1239597,314.7614405,81.71724126,82.43706642,172.5321184,301.3660665
MAP4K3,2259.952432,2938.878133,1367.730003,1868.126377,1941.748145,2363.734673,984.4460847,728.9212306,1393.61025,1729.28329,1244.387904,1391.602131
ZBTB32,0.0,0.960417691,1.820000003,1.781713283,0.0,0.0,0.0,0.0,0.0,0.0,1.07832574,0.0
TYROBP,1.043376008,1.920835381,0.910000002,0.0,0.973795459,2.100164081,0.9493212,0.0,0.0,0.0,0.0,0.0
TMEM159,815.9200379,899.9113761,1052.870002,741.1927258,805.3288445,933.522934,756.6089966,716.4964369,881.2210611,1173.06998,682.5801935,695.3086372
GABRA3,0.0,0.0,0.0,0.890856642,3.895181836,0.0,0.0,0.0,1.104287044,0.0,1.07832574,0.0
BRCA1,152.3328971,125.8147175,171.0800003,458.7911704,132.4361824,117.6091885,362.6406985,291.982652,73.98723195,87.17482886,163.9055125,305.3054922
ERCC1,2090.925519,1913.15204,1567.020003,2761.655589,2254.336487,2040.309405,3941.581624,6731.131988,2386.364302,2394.465136,4095.481161,3480.482612
CD22,0.0,0.0,0.0,0.0,0.973795459,0.0,2.847963601,1.035399475,0.0,0.0,0.0,0.0
SEMA3B,772.0982456,613.7069043,1661.660003,505.1157158,683.6044121,734.0073463,581.9338958,274.3808609,478.1562901,848.0594764,402.215501,344.6997493
MBTPS2,944.2552869,920.0801476,1371.370003,1331.830679,975.7430498,876.8185038,1335.694929,910.1161387,781.8352272,814.8951393,1611.018656,1279.328498
PRICKLE3,254.5837459,255.4711057,180.1800003,272.6021323,243.4488647,266.7208383,230.6850517,328.2216336,334.5989743,381.8636525,202.7252391,179.2438696
LTF,0.0,0.960417691,2.730000005,2.672569925,17.52831826,6.300492243,61.70587802,13.46019318,14.35573157,0.0,22.64484054,7.878851413
EXTL3,2293.340465,2435.619263,2003.820004,1905.542356,2591.269716,2723.912813,2455.893945,2688.932437,3762.305959,3569.430221,2470.44427,2058.349932
ELOVL5,2881.804533,3602.526758,3922.100007,3797.721863,2612.693216,3788.696002,3015.993453,3271.862342,2876.66775,5257.021201,3770.905113,4037.911349
ALOX5,0.0,0.0,0.0,0.0,0.0,1.05008204,0.0,1.035399475,2.208574088,0.947552488,0.0,0.0
KDM5D,1396.037098,1046.855283,1098.370002,1156.331921,1477.247711,1278.999925,984.4460847,834.531977,1501.83038,1448.807754,1184.001663,1095.160346
CALCOCO1,4703.539042,4632.094522,2584.400005,2321.572408,4508.672975,5521.331369,3015.993453,3641.499954,5625.238202,6186.570192,4214.096992,5257.163605
UBR7,259.8006259,410.0983539,697.9700013,620.9270792,287.2696604,384.3300268,768.000851,809.6823896,251.777446,279.5279838,473.3849999,572.2015838
MAP4K5,3163.516055,3785.006119,3655.470007,4111.303401,3166.782832,3390.714909,3484.008805,2183.657493,2862.312018,2811.388231,4489.070056,4187.609526
EHD3,1398.12385,1482.884914,730.7300014,533.6231283,1218.218119,1438.612395,798.3791294,871.8063581,1343.917333,1195.811239,1047.054294,847.9613833
PSMC4,1266.658473,1020.924005,1586.130003,2215.560468,1423.688961,1257.998284,2692.274924,3975.933985,1934.710901,1820.248329,2912.557824,2242.518083
MAN2B2,1143.540104,1420.457764,3517.150007,2609.319103,1244.510596,1486.916169,2849.862243,2262.347853,1590.173343,1716.965108,2561.023633,2866.917058
SLC7A14,1.043376008,0.960417691,3.640000007,1.781713283,2.921386377,2.100164081,9.493212003,4.141597901,2.208574088,0.947552488,2.15665148,1.969712853
CLDN11,121.0316169,65.30840296,55.5100001,48.99711529,154.833478,87.15680936,1059.442459,356.1774195,73.98723195,66.32867413,362.3174487,113.2584891
SLC25A39,1346.998426,1343.624349,1490.580003,1542.072847,1688.561326,1738.935859,2629.619725,3455.128049,2940.716398,2712.842772,2316.24369,2220.851242
MVP,3510.960266,4011.664694,5881.330011,8143.32056,4030.539404,4730.619592,10340.00651,13462.26398,5630.759638,6525.793982,10028.42938,9562.955902
NUB1,2378.897297,2563.354816,2127.580004,2545.177425,2163.77351,2408.888201,1834.088559,2126.710522,2265.997014,2691.996617,1963.631173,1970.69771
